epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
61,0.4557853937149048,7.500000356230885e-05,1.6516169309616089,0.42191779613494873,1.8602113723754883
62,0.4526028633117676,7.500000356230885e-05,1.624569058418274,0.42191779613494873,1.7867621183395386
63,0.4580586552619934,7.500000356230885e-05,1.6358658075332642,0.40730592608451843,1.895840048789978
64,0.4621504843235016,7.500000356230885e-05,1.6238471269607544,0.41004565358161926,1.8008416891098022
65,0.45237553119659424,7.500000356230885e-05,1.6337110996246338,0.42191779613494873,1.7889957427978516
66,0.47056150436401367,7.500000356230885e-05,1.6043802499771118,0.3981735110282898,1.9942041635513306
67,0.4657876789569855,7.500000356230885e-05,1.6224533319473267,0.4146118760108948,1.8763890266418457
68,0.46396908164024353,3.7500001781154424e-05,1.6044856309890747,0.39908674359321594,1.972602128982544
69,0.4807910919189453,3.7500001781154424e-05,1.587043046951294,0.39726027846336365,1.9360395669937134
70,0.48306432366371155,3.7500001781154424e-05,1.5920014381408691,0.4146118760108948,1.8301366567611694
71,0.4860195517539978,3.7500001781154424e-05,1.5887161493301392,0.4146118760108948,1.889847755432129
72,0.4812457263469696,3.7500001781154424e-05,1.5964332818984985,0.4045661985874176,1.892635464668274
73,0.4791998267173767,3.7500001781154424e-05,1.5719119310379028,0.41369864344596863,1.9114755392074585
74,0.4839736223220825,3.7500001781154424e-05,1.5840609073638916,0.4027397334575653,1.930471420288086
75,0.48533758521080017,3.7500001781154424e-05,1.5715914964675903,0.4091324210166931,1.9316145181655884
76,0.4769265651702881,3.7500001781154424e-05,1.6014273166656494,0.4173516035079956,1.8526346683502197
77,0.48420095443725586,3.7500001781154424e-05,1.5552382469177246,0.39726027846336365,1.9769656658172607
78,0.48988407850265503,1.8750000890577212e-05,1.5608214139938354,0.43744292855262756,1.8695931434631348
79,0.4864741861820221,1.8750000890577212e-05,1.5474591255187988,0.43926939368247986,1.8349800109863281
80,0.4739713668823242,1.8750000890577212e-05,1.5761089324951172,0.4319634735584259,1.8284261226654053
81,0.4817003905773163,1.8750000890577212e-05,1.5767993927001953,0.4237442910671234,1.8801039457321167
82,0.4976131021976471,1.8750000890577212e-05,1.5483487844467163,0.43744292855262756,1.8357067108154297
83,0.48533758521080017,1.8750000890577212e-05,1.5524133443832397,0.40730592608451843,1.8936735391616821
84,0.49352124333381653,1.8750000890577212e-05,1.53768789768219,0.4237442910671234,1.8781110048294067
