epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.08933848887681961,0.0003000000142492354,3.2599291801452637,0.1068493127822876,2.6569621562957764
1,0.0977494865655899,0.0003000000142492354,2.972356081008911,0.09406393021345139,2.5307652950286865
2,0.10025005787611008,0.0003000000142492354,2.8316545486450195,0.13972602784633636,2.4922373294830322
3,0.1109343022108078,0.0003000000142492354,2.731534481048584,0.113242007791996,2.4902970790863037
4,0.1093430295586586,0.0003000000142492354,2.683544874191284,0.14794521033763885,2.4493277072906494
5,0.12843827903270721,0.0003000000142492354,2.584812641143799,0.14611871540546417,2.7817671298980713
6,0.13321208953857422,0.0003000000142492354,2.5653183460235596,0.17716895043849945,2.3694469928741455
7,0.14889748394489288,0.0003000000142492354,2.5068087577819824,0.18995434045791626,2.526437282562256
8,0.15708115696907043,0.0003000000142492354,2.456310987472534,0.1990867555141449,2.3135173320770264
9,0.17776767909526825,0.0003000000142492354,2.4134435653686523,0.19817352294921875,2.2756316661834717
10,0.17253921926021576,0.0003000000142492354,2.4083263874053955,0.21643835306167603,2.3530654907226562
11,0.18458740413188934,0.0003000000142492354,2.365492582321167,0.23744292557239532,2.2201430797576904
12,0.19731757044792175,0.0003000000142492354,2.346432685852051,0.24566209316253662,2.275327444076538
13,0.20891112089157104,0.0003000000142492354,2.306636095046997,0.20456621050834656,2.2779338359832764
14,0.19777221977710724,0.0003000000142492354,2.3158276081085205,0.26118722558021545,2.193025588989258
15,0.21004773676395416,0.0003000000142492354,2.2957956790924072,0.24018265306949615,2.2048885822296143
16,0.2055012434720993,0.0003000000142492354,2.282580614089966,0.25022831559181213,2.2342987060546875
17,0.22846101224422455,0.0003000000142492354,2.2490007877349854,0.2785388231277466,2.170205593109131
18,0.22459650039672852,0.0003000000142492354,2.250478506088257,0.2721461057662964,2.1690032482147217
19,0.23209820687770844,0.0003000000142492354,2.2445032596588135,0.21552512049674988,2.2678184509277344
20,0.2361900359392166,0.0003000000142492354,2.224611282348633,0.2876712381839752,2.161639928817749
21,0.24982950091362,0.0003000000142492354,2.194108724594116,0.28219178318977356,2.160696029663086
22,0.26278698444366455,0.0003000000142492354,2.168834686279297,0.30502283573150635,2.0863687992095947
23,0.2614230513572693,0.0003000000142492354,2.1538407802581787,0.2602739632129669,2.178877830505371
24,0.28665605187416077,0.0003000000142492354,2.1157639026641846,0.23744292557239532,2.383845329284668
25,0.280972957611084,0.0003000000142492354,2.121678590774536,0.24566209316253662,3.5078842639923096
26,0.2825642228126526,0.0003000000142492354,2.077814817428589,0.30684930086135864,2.060791492462158
27,0.2941577732563019,0.0003000000142492354,2.068687677383423,0.3041096031665802,2.1142771244049072
28,0.3175721764564514,0.0003000000142492354,2.0358736515045166,0.32968035340309143,2.073317527770996
29,0.31620824337005615,0.0003000000142492354,2.029933452606201,0.23196347057819366,2.253654718399048
30,0.32893839478492737,0.0003000000142492354,1.998014211654663,0.31506848335266113,2.3950283527374268
31,0.32893839478492737,0.0003000000142492354,2.011183977127075,0.28219178318977356,2.232943058013916
32,0.3316662907600403,0.0003000000142492354,1.995720386505127,0.310502290725708,1.999252438545227
33,0.3284837603569031,0.0003000000142492354,1.9708651304244995,0.3607305884361267,2.016392946243286
34,0.33780404925346375,0.0003000000142492354,1.962345838546753,0.37168949842453003,2.154635429382324
35,0.348715603351593,0.0003000000142492354,1.940430760383606,0.3333333432674408,2.0053253173828125
36,0.35053420066833496,0.0003000000142492354,1.931752324104309,0.3059360682964325,2.682173013687134
37,0.34621503949165344,0.0003000000142492354,1.92021644115448,0.37808218598365784,2.203641414642334
38,0.3778131306171417,0.0003000000142492354,1.888664960861206,0.3863013684749603,2.316141128540039
39,0.3771311640739441,0.0003000000142492354,1.8984689712524414,0.3652968108654022,2.106926918029785
40,0.3655376136302948,0.0003000000142492354,1.8776357173919678,0.27579909563064575,3.413213014602661
41,0.3755398988723755,0.0003000000142492354,1.8748738765716553,0.34246575832366943,2.168821334838867
42,0.37644919753074646,0.0003000000142492354,1.8791457414627075,0.33424657583236694,2.038106679916382
43,0.399863600730896,0.0001500000071246177,1.7900655269622803,0.3360730707645416,2.1065385341644287
44,0.40759262442588806,0.0001500000071246177,1.778738021850586,0.3671232759952545,1.9982669353485107
45,0.3930438756942749,0.0001500000071246177,1.7896373271942139,0.3397260308265686,2.066847562789917
46,0.4153216779232025,0.0001500000071246177,1.7657142877578735,0.3799086809158325,1.9583393335342407
47,0.4210047721862793,0.0001500000071246177,1.758197546005249,0.44383561611175537,1.7148387432098389
48,0.41714024543762207,0.0001500000071246177,1.7478255033493042,0.2849315106868744,2.917827844619751
49,0.4246419668197632,0.0001500000071246177,1.7377817630767822,0.39269405603408813,1.9213731288909912
50,0.421459436416626,0.0001500000071246177,1.7394583225250244,0.40365296602249146,1.9466745853424072
51,0.42327800393104553,0.0001500000071246177,1.7392250299453735,0.375342458486557,1.967663288116455
52,0.4289611279964447,0.0001500000071246177,1.72294282913208,0.31141552329063416,2.308678388595581
53,0.43100705742836,0.0001500000071246177,1.7208057641983032,0.37442922592163086,2.160829782485962
54,0.4410093128681183,0.0001500000071246177,1.709083080291748,0.391780823469162,2.05802583694458
55,0.4380541145801544,0.0001500000071246177,1.6897661685943604,0.3707762658596039,2.202821969985962
56,0.4325983226299286,0.0001500000071246177,1.7054355144500732,0.3981735110282898,1.8850033283233643
57,0.4357808530330658,0.0001500000071246177,1.6924195289611816,0.4018264710903168,1.8654650449752808
58,0.45305752754211426,7.500000356230885e-05,1.6484423875808716,0.39269405603408813,2.03574538230896
59,0.44873833656311035,7.500000356230885e-05,1.6565113067626953,0.4447488486766815,1.763755202293396
60,0.4580586552619934,7.500000356230885e-05,1.6356533765792847,0.4109589159488678,1.8870353698730469
